0.7960873	583.936854	583.934808	-290.464374	-290.466421	
0.8012711	583.937563	583.934808	-290.463665	-290.466421	
0.8113038	583.939688	583.943534	-290.461541	-290.466421	
0.8214184	583.942446	583.943534	-290.458783	-290.457694	
0.8315611	583.945831	583.943534	-290.455398	-290.457694	
0.8417628	583.949862	583.952261	-290.451366	-290.448967	
0.8519114	583.954487	583.952261	-290.446742	-290.448967	
0.8620551	583.959727	583.952261	-290.441502	-290.440241	
0.8722218	583.965602	583.960988	-290.435626	-290.431514	
0.8823655	583.972079	583.969714	-290.429149	-290.422788	
0.8925491	583.979205	583.987168	-290.422024	-290.414061	
0.9030088	583.987192	583.987168	-290.414037	-290.405334	
0.9128865	583.995296	583.995894	-290.405933	-290.405334	
0.9230801	584.004296	584.013348	-290.396933	-290.396608	
0.9331858	584.013828	584.022074	-290.387401	-290.387881	
0.9433075	584.023989	584.022074	-290.37724	-290.387881	
0.9534972	584.034852	584.039528	-290.366376	-290.379154	
0.9636488	584.046281	584.056981	-290.354947	-290.370428	
0.9737695	584.058292	584.056981	-290.342936	-290.370428	
0.9840602	584.071152	584.065708	-290.330076	-290.370428	
0.9941088	584.084296	584.074434	-290.316932	-290.370428	
1.004452	584.098489	584.091887	-290.30274	-290.370428	
1.014571	584.11297	584.091887	-290.288259	-290.370428	
1.024704	584.128094	584.091887	-290.273135	-290.370428	
1.034921	584.143973	584.100614	-290.257256	-290.370428	
1.044955	584.16017	584.109341	-290.241059	-290.370428	
1.055157	584.177254	584.118067	-290.223975	-290.370428	
1.065331	584.194931	584.126794	-290.206298	-290.370428	
1.075415	584.213039	584.126794	-290.18819	-290.370428	
1.085603	584.231967	584.126794	-290.169262	-290.361701	
1.096119	584.252255	584.126794	-290.148974	-290.352974	
1.106237	584.272243	584.135521	-290.128986	-290.344248	
1.116332	584.292846	584.144247	-290.108383	-290.326794	
1.126473	584.314174	584.152974	-290.087055	-290.309341	
1.136597	584.336087	584.161701	-290.065142	-290.291888	
1.147043	584.359355	584.179154	-290.041873	-290.265708	
1.156968	584.382034	584.196607	-290.019195	-290.239528	
1.167069	584.405737	584.214061	-289.995492	-290.213348	
1.177303	584.430387	584.231514	-289.970842	-290.178441	
1.187314	584.455089	584.257694	-289.946139	-290.152261	
1.19772	584.481436	584.275147	-289.919792	-290.117355	
1.207946	584.507953	584.301327	-289.893276	-290.073722	
1.218054	584.534754	584.336234	-289.866475	-290.038815	
1.228295	584.562552	584.37114	-289.838677	-289.995182	
1.238412	584.590623	584.406047	-289.810605	-289.960275	
1.248956	584.62056	584.440953	-289.780668	-289.916642	
1.258904	584.64939	584.47586	-289.751839	-289.873009	
1.269036	584.679357	584.519493	-289.721872	-289.820649	
1.279179	584.709973	584.571853	-289.691256	-289.777016	
1.289317	584.741209	584.615486	-289.660019	-289.733382	
1.299505	584.773218	584.659119	-289.628011	-289.689749	
1.309699	584.805866	584.711479	-289.595363	-289.637389	
1.319833	584.838932	584.755113	-289.562296	-289.593756	
1.329993	584.872697	584.798746	-289.528531	-289.550123	
1.340169	584.907158	584.851106	-289.494071	-289.497763	
1.350299	584.942077	584.894739	-289.459152	-289.462856	
1.360458	584.977688	584.947099	-289.423541	-289.410497	
1.370711	585.01428	584.999459	-289.386949	-289.366863	
1.380724	585.050613	585.034365	-289.350616	-289.32323	
1.390885	585.088107	585.086725	-289.313121	-289.288324	
1.40106	585.126283	585.139085	-289.274946	-289.24469	
1.411271	585.165205	585.173992	-289.236024	-289.201057	
1.421379	585.20434	585.226351	-289.196888	-289.157424	
1.431532	585.244277	585.269985	-289.156951	-289.113791	
1.441658	585.284731	585.313618	-289.116498	-289.078884	
1.451787	585.3258	585.348525	-289.075429	-289.035251	
1.461956	585.367644	585.400884	-289.033584	-288.991618	
1.472158	585.410412	585.435791	-288.990817	-288.956711	
1.482285	585.453202	585.488151	-288.948027	-288.913078	
1.492401	585.496661	585.523057	-288.904568	-288.878171	
1.502555	585.540946	585.557964	-288.860282	-288.834538	
1.51277	585.586122	585.592871	-288.815107	-288.799631	
1.522958	585.631764	585.627777	-288.769465	-288.764725	
1.53306	585.677666	585.662684	-288.723562	-288.721092	
1.543225	585.724449	585.706317	-288.676779	-288.686185	
1.55336	585.771723	585.74995	-288.629505	-288.642552	
1.56536	585.828647	585.80231	-288.572581	-288.590192	
1.579292	585.896008	585.863397	-288.50522	-288.537832	
1.589449	585.945576	585.90703	-288.455652	-288.494199	
1.599554	585.995511	585.941936	-288.405718	-288.450565	
1.610516	586.050409	585.994296	-288.350819	-288.415659	
1.620095	586.098925	586.03793	-288.302303	-288.363299	
1.630267	586.151073	586.081563	-288.250156	-288.319666	
1.640391	586.203583	586.125196	-288.197646	-288.276033	
1.650597	586.257135	586.177556	-288.144094	-288.223673	
1.660749	586.311025	586.221189	-288.090204	-288.171313	
1.671076	586.366484	586.282276	-288.034745	-288.12768	
1.681171	586.421351	586.325909	-287.979878	-288.07532	
1.691593	586.476684	586.386995	-287.924544	-288.02296	
1.701665	586.529591	586.430629	-287.871638	-287.961873	
1.711932	586.582915	586.500442	-287.818313	-287.909513	
1.722315	586.636208	586.552802	-287.76502	-287.848427	
1.74083	586.728798	586.657521	-287.672431	-287.743707	
1.745767	586.753533	586.692428	-287.647696	-287.717527	
1.756269	586.805372	586.744788	-287.595857	-287.656441	
1.766129	586.853488	586.805874	-287.54774	-287.595354	
1.776272	586.902368	586.866961	-287.498861	-287.534268	
1.786442	586.950821	586.919321	-287.450408	-287.473181	
1.796861	586.999777	586.980407	-287.401452	-287.412095	
1.806894	587.046362	587.032767	-287.354867	-287.351008	
1.817267	587.093908	587.093854	-287.307321	-287.289922	
1.827428	587.139873	587.15494	-287.261355	-287.228835	
1.8376	587.185317	587.198574	-287.215911	-287.176475	
1.847939	587.230867	587.25966	-287.170361	-287.115389	
1.857995	587.274573	587.303293	-287.126655	-287.063029	
1.86837	587.319062	587.36438	-287.082167	-287.001942	
1.878416	587.361571	587.408013	-287.039657	-286.949582	
1.897226	587.438634	587.49528	-286.962594	-286.862316	
1.902056	587.458479	587.521459	-286.94275	-286.836136	
1.913783	587.505653	587.573819	-286.895575	-286.783776	
1.922896	587.541881	587.617453	-286.859347	-286.740143	
1.932869	587.580957	587.652359	-286.820272	-286.69651	
1.94309	587.620395	587.695992	-286.780834	-286.652876	
1.953259	587.659025	587.739626	-286.742204	-286.61797	
1.963509	587.697361	587.783259	-286.703868	-286.574337	
1.973639	587.734662	587.826892	-286.666566	-286.53943	
1.984064	587.772428	587.861799	-286.6288	-286.504523	
1.994081	587.808156	587.896705	-286.593072	-286.469617	
2.004466	587.84456	587.931612	-286.556669	-286.43471	
